,code,description,category,last_updated
12041,Z841,Family history of disorders of kidney and ureter,Family history of other conditions,2025-09-07
12042,Z842,Family history of other diseases of the genitourinary system,Family history of other conditions,2025-09-07
12043,Z843,Family history of consanguinity,Family history of other conditions,2025-09-07
12044,Z848,Family history of other specified conditions,Family history of other conditions,2025-09-07
12045,Z85,Personal history of malignant neoplasm,Personal history of malignant neoplasm,2025-09-07
12046,Z850,Personal history of malignant neoplasm of digestive organs,Personal history of malignant neoplasm,2025-09-07
12047,Z851,"Personal history of malignant neoplasm of trachea, bronchus and lung",Personal history of malignant neoplasm,2025-09-07
12048,Z852,Personal history of malignant neoplasm of other respiratory and intrathoracic organs,Personal history of malignant neoplasm,2025-09-07
12049,Z853,Personal history of malignant neoplasm of breast,Personal history of malignant neoplasm,2025-09-07
12050,Z854,Personal history of malignant neoplasm of genital organs,Personal history of malignant neoplasm,2025-09-07
12051,Z855,Personal history of malignant neoplasm of urinary tract,Personal history of malignant neoplasm,2025-09-07
12052,Z856,Personal history of leukaemia,Personal history of malignant neoplasm,2025-09-07
12053,Z857,"Personal history of other malignant neoplasms of lymphoid, haematopoietic and related tissues",Personal history of malignant neoplasm,2025-09-07
12054,Z858,Personal history of malignant neoplasms of other organs and systems,Personal history of malignant neoplasm,2025-09-07
12055,Z859,"Personal history of malignant neoplasm, unspecified",Personal history of malignant neoplasm,2025-09-07
12056,Z86,Personal history of certain other diseases,Personal history of certain other diseases,2025-09-07
12057,Z860,Personal history of other neoplasms,Personal history of certain other diseases,2025-09-07
12058,Z861,Personal history of infectious and parasitic diseases,Personal history of certain other diseases,2025-09-07
12059,Z862,Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Personal history of certain other diseases,2025-09-07
12060,Z863,"Personal history of endocrine, nutritional and metabolic diseases",Personal history of certain other diseases,2025-09-07
12061,Z864,Personal history of psychoactive substance abuse,Personal history of certain other diseases,2025-09-07
12062,Z865,Personal history of other mental and behavioural disorders,Personal history of certain other diseases,2025-09-07
12063,Z866,Personal history of diseases of the nervous system and sense organs,Personal history of certain other diseases,2025-09-07
12064,Z867,Personal history of diseases of the circulatory system,Personal history of certain other diseases,2025-09-07
12065,Z87,Personal history of other diseases and conditions,Personal history of other diseases and conditions,2025-09-07
12066,Z870,Personal history of diseases of the respiratory system,Personal history of other diseases and conditions,2025-09-07
12067,Z871,Personal history of diseases of the digestive system,Personal history of other diseases and conditions,2025-09-07
12068,Z872,Personal history of diseases of the skin and subcutaneous tissue,Personal history of other diseases and conditions,2025-09-07
12069,Z873,Personal history of diseases of the musculoskeletal system and connective tissue,Personal history of other diseases and conditions,2025-09-07
12070,Z874,Personal history of diseases of the genitourinary system,Personal history of other diseases and conditions,2025-09-07
12071,Z875,"Personal history of complications of pregnancy, childbirth and the puerperium",Personal history of other diseases and conditions,2025-09-07
12072,Z876,Personal history of certain conditions arising in the perinatal period,Personal history of other diseases and conditions,2025-09-07
12073,Z877,"Personal history of congenital malformations, deformations and chromosomal abnormalities",Personal history of other diseases and conditions,2025-09-07
12074,Z878,Personal history of other specified conditions,Personal history of other diseases and conditions,2025-09-07
12075,Z88,"Personal history of allergy to drugs, medicaments and biological substances","Personal history of allergy to drugs, medicaments and biological substances",2025-09-07
12076,Z880,Personal history of allergy to penicillin,"Personal history of allergy to drugs, medicaments and biological substances",2025-09-07
12077,Z881,Personal history of allergy to other antibiotic agents,"Personal history of allergy to drugs, medicaments and biological substances",2025-09-07
12078,Z882,Personal history of allergy to sulfonamides,"Personal history of allergy to drugs, medicaments and biological substances",2025-09-07
12079,Z883,Personal history of allergy to other anti-infective agents,"Personal history of allergy to drugs, medicaments and biological substances",2025-09-07
12080,Z884,Personal history of allergy to anaesthetic agent,"Personal history of allergy to drugs, medicaments and biological substances",2025-09-07
12081,Z885,Personal history of allergy to narcotic agent,"Personal history of allergy to drugs, medicaments and biological substances",2025-09-07
12082,Z886,Personal history of allergy to analgesic agent,"Personal history of allergy to drugs, medicaments and biological substances",2025-09-07
12083,Z887,Personal history of allergy to serum and vaccine,"Personal history of allergy to drugs, medicaments and biological substances",2025-09-07
12084,Z888,"Personal history of allergy to other drugs, medicaments and biological substances","Personal history of allergy to drugs, medicaments and biological substances",2025-09-07
12085,Z889,"Personal history of allergy to unspecified drugs, medicaments and biological substances","Personal history of allergy to drugs, medicaments and biological substances",2025-09-07
12086,Z89,Acquired absence of limb,Acquired absence of limb,2025-09-07
12087,Z890,"Acquired absence of finger(s) [including thumb], unilateral",Acquired absence of limb,2025-09-07
12088,Z891,Acquired absence of hand and wrist,Acquired absence of limb,2025-09-07
12089,Z892,Acquired absence of upper limb above wrist,Acquired absence of limb,2025-09-07
12090,Z893,Acquired absence of both upper limbs [any level],Acquired absence of limb,2025-09-07
12091,Z894,Acquired absence of foot and ankle,Acquired absence of limb,2025-09-07
12092,Z895,Acquired absence of leg at or below knee,Acquired absence of limb,2025-09-07
12093,Z896,Acquired absence of leg above knee,Acquired absence of limb,2025-09-07
12094,Z897,"Acquired absence of both lower limbs [any level, except toes alone]",Acquired absence of limb,2025-09-07
12095,Z898,Acquired absence of upper and lower limbs [any level],Acquired absence of limb,2025-09-07
12096,Z899,"Acquired absence of limb, unspecified",Acquired absence of limb,2025-09-07
12097,Z90,"Acquired absence of organs, not elsewhere classified","Acquired absence of organs, not elsewhere classified",2025-09-07
12098,Z900,Acquired absence of part of head and neck,"Acquired absence of organs, not elsewhere classified",2025-09-07
12099,Z901,Acquired absence of breast(s),"Acquired absence of organs, not elsewhere classified",2025-09-07
12100,Z902,Acquired absence of lung [part of],"Acquired absence of organs, not elsewhere classified",2025-09-07
12101,Z903,Acquired absence of part of stomach,"Acquired absence of organs, not elsewhere classified",2025-09-07
12102,Z904,Acquired absence of other parts of digestive tract,"Acquired absence of organs, not elsewhere classified",2025-09-07
